id, Start Time, End Time, Feed Type, Quantity (oz), Quantity (ml or g), Notes, Duration (Minutes), Food Type, Unit, Bottle Type
967,12:27:02 10-02-2021,12:30:02 10-02-2021,Right Breast,,,,3,Breast Milk,,
966,11:40:36 10-02-2021,11:47:17 10-02-2021,Right Breast,,,,6,Breast Milk,,
965,11:04:43 10-02-2021,11:09:34 10-02-2021,Left Breast,,,,4,Breast Milk,,
964,09:48:19 10-02-2021,10:03:13 10-02-2021,Right Breast,,,,14,Breast Milk,,
963,06:37:53 10-02-2021,06:46:53 10-02-2021,Right Breast,,,,9,Breast Milk,,
962,05:58:17 10-02-2021,06:10:17 10-02-2021,Left Breast,,,,12,Breast Milk,,
961,04:03:48 10-02-2021,04:08:49 10-02-2021,Left Breast,,,,5,Breast Milk,,
960,01:16:55 10-02-2021,01:39:03 10-02-2021,Right Breast,,,,22,Breast Milk,,
959,22:05:31 10-01-2021,22:14:31 10-01-2021,Bottle,2.50,73,,9,Liquid,IMPERIAL,Pump
958,20:39:50 10-01-2021,20:48:59 10-01-2021,Right Breast,,,,9,Breast Milk,,
957,20:20:58 10-01-2021,20:31:00 10-01-2021,Left Breast,,,,10,Breast Milk,,
956,19:06:23 10-01-2021,19:12:11 10-01-2021,Right Breast,,,,5,Breast Milk,,
955,16:25:39 10-01-2021,16:27:17 10-01-2021,Right Breast,,,,1,Breast Milk,,
954,15:30:21 10-01-2021,15:37:19 10-01-2021,Right Breast,,,,6,Breast Milk,,
952,14:30:15 10-01-2021,14:40:15 10-01-2021,Bottle,2.00,59,,10,Liquid,IMPERIAL,Pump
951,11:52:01 10-01-2021,12:00:14 10-01-2021,Left Breast,,,,8,Breast Milk,,
950,11:40:16 10-01-2021,11:44:03 10-01-2021,Right Breast,,,,3,Breast Milk,,
949,09:20:39 10-01-2021,09:35:39 10-01-2021,Left Breast,,,,15,Breast Milk,,
948,08:21:29 10-01-2021,08:23:42 10-01-2021,Right Breast,,,,2,Breast Milk,,
947,07:01:02 10-01-2021,07:17:12 10-01-2021,Left Breast,,,,16,Breast Milk,,
946,05:36:41 10-01-2021,06:24:57 10-01-2021,Right Breast,,,,48,Breast Milk,,
945,02:20:25 10-01-2021,02:25:50 10-01-2021,Left Breast,,,,5,Breast Milk,,
944,22:31:42 09-30-2021,22:35:19 09-30-2021,Right Breast,,,,3,Breast Milk,,
943,21:27:16 09-30-2021,21:36:43 09-30-2021,Right Breast,,,,9,Breast Milk,,
942,18:25:20 09-30-2021,18:50:20 09-30-2021,Left Breast,,,,25,Breast Milk,,
941,17:34:29 09-30-2021,17:40:39 09-30-2021,Left Breast,,,,6,Breast Milk,,
940,16:36:53 09-30-2021,16:45:53 09-30-2021,Bottle,1.25,36,,9,Liquid,IMPERIAL,Pump
939,16:20:43 09-30-2021,16:27:43 09-30-2021,Right Breast,,,,7,Breast Milk,,
938,13:41:40 09-30-2021,13:44:52 09-30-2021,Right Breast,,,,3,Breast Milk,,
937,13:27:19 09-30-2021,13:28:56 09-30-2021,Left Breast,,,,1,Breast Milk,,
936,12:36:52 09-30-2021,12:43:10 09-30-2021,Right Breast,,,,6,Breast Milk,,
935,12:02:21 09-30-2021,12:07:38 09-30-2021,Left Breast,,,,5,Breast Milk,,
934,11:33:51 09-30-2021,11:42:11 09-30-2021,Right Breast,,,,8,Breast Milk,,
933,10:29:49 09-30-2021,10:46:15 09-30-2021,Left Breast,,,,16,Breast Milk,,
932,10:13:19 09-30-2021,10:19:27 09-30-2021,Right Breast,,,,6,Breast Milk,,
931,07:54:47 09-30-2021,08:20:44 09-30-2021,Bottle,3.00,88,,25,Liquid,IMPERIAL,Pump
930,07:10:22 09-30-2021,07:20:11 09-30-2021,Right Breast,,,,9,Breast Milk,,
929,05:20:13 09-30-2021,05:35:31 09-30-2021,Left Breast,,,,15,Breast Milk,,
928,02:33:13 09-30-2021,02:42:13 09-30-2021,Right Breast,,,,9,Breast Milk,,
927,22:11:52 09-29-2021,22:15:17 09-29-2021,Left Breast,,,,3,Breast Milk,,
926,20:56:17 09-29-2021,21:00:46 09-29-2021,Left Breast,,,,4,Breast Milk,,
925,19:10:09 09-29-2021,19:20:47 09-29-2021,Right Breast,,,,10,Breast Milk,,
924,16:59:17 09-29-2021,17:08:33 09-29-2021,Left Breast,,,,9,Breast Milk,,
923,16:09:06 09-29-2021,16:18:06 09-29-2021,Right Breast,,,,9,Breast Milk,,
922,14:10:55 09-29-2021,14:22:53 09-29-2021,Left Breast,,,,11,Breast Milk,,
921,13:48:12 09-29-2021,13:54:41 09-29-2021,Right Breast,,,,6,Breast Milk,,
920,12:22:34 09-29-2021,12:38:27 09-29-2021,Left Breast,,,,15,Breast Milk,,
919,11:29:03 09-29-2021,11:39:41 09-29-2021,Right Breast,,,,10,Breast Milk,,
918,10:18:35 09-29-2021,10:32:40 09-29-2021,Left Breast,,,,14,Breast Milk,,
917,09:37:58 09-29-2021,09:43:57 09-29-2021,Right Breast,,,,5,Breast Milk,,
916,09:19:43 09-29-2021,09:29:24 09-29-2021,Right Breast,,,,9,Breast Milk,,
915,06:53:57 09-29-2021,07:00:07 09-29-2021,Left Breast,,,,6,Breast Milk,,
914,04:40:55 09-29-2021,04:50:48 09-29-2021,Right Breast,,,,9,Breast Milk,,
913,02:02:04 09-29-2021,02:22:06 09-29-2021,Right Breast,,,,20,Breast Milk,,
912,21:08:01 09-28-2021,21:13:47 09-28-2021,Left Breast,,,,5,Breast Milk,,
911,20:44:31 09-28-2021,20:51:12 09-28-2021,Right Breast,,,,6,Breast Milk,,
910,18:13:24 09-28-2021,18:15:22 09-28-2021,Right Breast,,,,1,Breast Milk,,
909,17:38:25 09-28-2021,18:02:20 09-28-2021,Left Breast,,,,23,Breast Milk,,
908,16:58:55 09-28-2021,17:06:23 09-28-2021,Right Breast,,,,7,Breast Milk,,
907,16:41:37 09-28-2021,16:46:51 09-28-2021,Right Breast,,,,5,Breast Milk,,
906,14:58:05 09-28-2021,15:12:20 09-28-2021,Left Breast,,,,14,Breast Milk,,
905,13:15:51 09-28-2021,13:25:51 09-28-2021,Right Breast,,,,10,Breast Milk,,
904,12:13:16 09-28-2021,12:21:43 09-28-2021,Left Breast,,,,8,Breast Milk,,
903,10:56:36 09-28-2021,11:06:47 09-28-2021,Right Breast,,,,10,Breast Milk,,
902,09:47:07 09-28-2021,09:53:07 09-28-2021,Left Breast,,,,6,Breast Milk,,
901,08:20:59 09-28-2021,08:25:59 09-28-2021,Right Breast,,,,5,Breast Milk,,
899,07:23:46 09-28-2021,07:27:17 09-28-2021,Left Breast,,,,3,Breast Milk,,
898,06:06:13 09-28-2021,06:20:49 09-28-2021,Right Breast,,,,14,Breast Milk,,
897,05:56:34 09-28-2021,06:00:06 09-28-2021,Left Breast,,,,3,Breast Milk,,
896,02:26:39 09-28-2021,02:40:33 09-28-2021,Right Breast,,,,13,Breast Milk,,
895,02:15:52 09-28-2021,02:24:05 09-28-2021,Left Breast,,,,8,Breast Milk,,
894,21:51:36 09-27-2021,22:00:50 09-27-2021,Right Breast,,,,9,Breast Milk,,
893,20:44:52 09-27-2021,20:55:51 09-27-2021,Left Breast,,,,10,Breast Milk,,
892,20:15:11 09-27-2021,20:24:11 09-27-2021,Left Breast,,,,9,Breast Milk,,
891,19:50:30 09-27-2021,20:04:57 09-27-2021,Right Breast,,,,14,Breast Milk,,
890,19:14:23 09-27-2021,19:17:25 09-27-2021,Left Breast,,,,3,Breast Milk,,
889,19:00:11 09-27-2021,19:10:11 09-27-2021,Right Breast,,,,10,Breast Milk,,
888,17:55:06 09-27-2021,18:05:02 09-27-2021,Left Breast,,,,9,Breast Milk,,
886,17:38:21 09-27-2021,17:50:42 09-27-2021,Right Breast,,,,12,Breast Milk,,
887,17:28:24 09-27-2021,17:37:24 09-27-2021,Bottle,1.00,29,,9,Liquid,IMPERIAL,Pump
885,14:18:17 09-27-2021,14:21:09 09-27-2021,Left Breast,,,,2,Breast Milk,,
884,14:00:08 09-27-2021,14:10:08 09-27-2021,Right Breast,,,,10,Breast Milk,,
883,12:17:11 09-27-2021,12:26:03 09-27-2021,Right Breast,,,,8,Breast Milk,,
882,11:50:07 09-27-2021,11:55:09 09-27-2021,Left Breast,,,,5,Breast Milk,,
881,10:36:36 09-27-2021,10:45:36 09-27-2021,Right Breast,,,,9,Breast Milk,,
880,09:23:39 09-27-2021,09:31:46 09-27-2021,Right Breast,,,,8,Breast Milk,,
879,07:33:54 09-27-2021,07:54:20 09-27-2021,Left Breast,,,,20,Breast Milk,,
878,06:00:45 09-27-2021,06:15:45 09-27-2021,Right Breast,,,,15,Breast Milk,,
877,04:39:56 09-27-2021,04:47:09 09-27-2021,Left Breast,,,,7,Breast Milk,,
876,02:05:50 09-27-2021,02:14:50 09-27-2021,Right Breast,,,,9,Breast Milk,,
874,21:00:02 09-26-2021,21:32:55 09-26-2021,Left Breast,,,,32,Breast Milk,,
873,20:33:04 09-26-2021,20:45:43 09-26-2021,Right Breast,,,,12,Breast Milk,,
872,19:50:46 09-26-2021,19:59:46 09-26-2021,Left Breast,,,,9,Breast Milk,,
871,19:02:20 09-26-2021,19:15:48 09-26-2021,Right Breast,,,,13,Breast Milk,,
870,17:00:39 09-26-2021,17:09:39 09-26-2021,Left Breast,,,,9,Breast Milk,,
869,16:06:39 09-26-2021,16:11:24 09-26-2021,Right Breast,,,,4,Breast Milk,,
868,15:24:20 09-26-2021,15:29:24 09-26-2021,Left Breast,,,,5,Breast Milk,,
867,15:02:04 09-26-2021,15:07:37 09-26-2021,Right Breast,,,,5,Breast Milk,,
866,11:39:46 09-26-2021,11:42:46 09-26-2021,Left Breast,,,,3,Breast Milk,,
865,09:50:37 09-26-2021,09:53:37 09-26-2021,Right Breast,,,,3,Breast Milk,,
864,07:54:54 09-26-2021,08:00:16 09-26-2021,Right Breast,,,,5,Breast Milk,,
863,07:40:39 09-26-2021,07:50:34 09-26-2021,Left Breast,,,,9,Breast Milk,,
862,03:53:31 09-26-2021,04:00:51 09-26-2021,Left Breast,,,,7,Breast Milk,,
860,23:15:22 09-25-2021,23:24:36 09-25-2021,Right Breast,,,,9,Breast Milk,,
859,20:25:55 09-25-2021,20:32:47 09-25-2021,Left Breast,,,,6,Breast Milk,,
858,19:31:03 09-25-2021,19:42:39 09-25-2021,Left Breast,,,,11,Breast Milk,,
857,18:52:08 09-25-2021,19:07:58 09-25-2021,Right Breast,,,,15,Breast Milk,,
856,18:09:55 09-25-2021,18:18:55 09-25-2021,Left Breast,,,,9,Breast Milk,,
855,17:10:47 09-25-2021,17:15:13 09-25-2021,Right Breast,,,,4,Breast Milk,,
854,14:20:15 09-25-2021,14:25:29 09-25-2021,Left Breast,,,,5,Breast Milk,,
853,11:38:59 09-25-2021,11:45:29 09-25-2021,Right Breast,,,,6,Breast Milk,,
852,10:52:49 09-25-2021,11:06:30 09-25-2021,Right Breast,,,,13,Breast Milk,,
851,10:50:40 09-25-2021,10:52:04 09-25-2021,Left Breast,,,,1,Breast Milk,,
850,09:26:49 09-25-2021,09:30:31 09-25-2021,Left Breast,,,,3,Breast Milk,,
849,08:43:59 09-25-2021,08:48:47 09-25-2021,Left Breast,,,,4,Breast Milk,,
848,07:36:47 09-25-2021,07:45:47 09-25-2021,Right Breast,,,,9,Breast Milk,,
847,06:44:38 09-25-2021,06:49:05 09-25-2021,Right Breast,,,,4,Breast Milk,,
846,06:15:23 09-25-2021,06:21:54 09-25-2021,Left Breast,,,,6,Breast Milk,,
845,03:06:53 09-25-2021,03:15:53 09-25-2021,Right Breast,,,,9,Breast Milk,,
844,00:02:28 09-25-2021,00:24:28 09-25-2021,Left Breast,,,,22,Breast Milk,,
843,21:21:04 09-24-2021,21:22:08 09-24-2021,Right Breast,,,,1,Breast Milk,,
842,19:51:55 09-24-2021,20:03:16 09-24-2021,Left Breast,,,,11,Breast Milk,,
841,19:05:43 09-24-2021,19:15:43 09-24-2021,Right Breast,,,,10,Breast Milk,,
840,18:27:19 09-24-2021,18:35:03 09-24-2021,Left Breast,,,,7,Breast Milk,,
839,17:23:54 09-24-2021,17:44:41 09-24-2021,Right Breast,,,,20,Breast Milk,,
838,16:57:57 09-24-2021,17:02:29 09-24-2021,Left Breast,,,,4,Breast Milk,,
837,13:40:17 09-24-2021,13:43:54 09-24-2021,Left Breast,,,,3,Breast Milk,,
836,12:37:20 09-24-2021,12:51:26 09-24-2021,Right Breast,,,,14,Breast Milk,,
835,11:37:12 09-24-2021,11:42:40 09-24-2021,Left Breast,,,,5,Breast Milk,,
834,08:25:05 09-24-2021,08:35:59 09-24-2021,Left Breast,,,,10,Breast Milk,,
833,08:14:23 09-24-2021,08:25:02 09-24-2021,Right Breast,,,,10,Breast Milk,,
832,07:46:02 09-24-2021,07:55:02 09-24-2021,Bottle,1.00,29,,9,Liquid,IMPERIAL,Pump
831,04:53:26 09-24-2021,04:58:26 09-24-2021,Bottle,1.00,29,,5,Liquid,IMPERIAL,Pump
830,04:22:32 09-24-2021,04:32:38 09-24-2021,Left Breast,,,,10,Breast Milk,,
829,23:42:57 09-23-2021,23:55:57 09-23-2021,Bottle,2.00,59,,13,Liquid,IMPERIAL,Pump
828,22:48:42 09-23-2021,22:51:54 09-23-2021,Right Breast,,,,3,Breast Milk,,
827,20:44:59 09-23-2021,20:48:00 09-23-2021,Left Breast,,,,3,Breast Milk,,
826,19:29:00 09-23-2021,19:32:11 09-23-2021,Right Breast,,,,3,Breast Milk,,
825,17:53:27 09-23-2021,17:59:27 09-23-2021,Right Breast,,,,6,Breast Milk,,
824,16:03:06 09-23-2021,16:07:13 09-23-2021,Right Breast,,,,4,Breast Milk,,
823,14:45:07 09-23-2021,14:54:07 09-23-2021,Left Breast,,,,9,Breast Milk,,
822,13:27:01 09-23-2021,13:33:22 09-23-2021,Right Breast,,,,6,Breast Milk,,
821,11:46:34 09-23-2021,11:51:13 09-23-2021,Right Breast,,,,4,Breast Milk,,
820,09:48:49 09-23-2021,09:55:45 09-23-2021,Bottle,1.00,29,,6,Liquid,IMPERIAL,Pump
819,09:33:13 09-23-2021,09:39:44 09-23-2021,Bottle,0.50,14,,6,Liquid,IMPERIAL,Pump
818,07:36:39 09-23-2021,07:55:48 09-23-2021,Right Breast,,,,19,Breast Milk,,
817,06:01:32 09-23-2021,06:10:32 09-23-2021,Left Breast,,,,9,Breast Milk,,
816,03:02:21 09-23-2021,03:24:44 09-23-2021,Right Breast,,,,22,Breast Milk,,
815,22:53:23 09-22-2021,23:02:23 09-22-2021,Bottle,2.00,59,,9,Liquid,IMPERIAL,Pump
814,22:24:06 09-22-2021,22:30:06 09-22-2021,Left Breast,,,,6,Breast Milk,,
813,21:20:54 09-22-2021,21:34:35 09-22-2021,Right Breast,,,,13,Breast Milk,,
812,19:17:22 09-22-2021,19:19:37 09-22-2021,Right Breast,,,,2,Breast Milk,,
810,18:32:43 09-22-2021,18:43:41 09-22-2021,Left Breast,,,,10,Breast Milk,,
809,16:57:45 09-22-2021,17:15:15 09-22-2021,Left Breast,,,,17,Breast Milk,,
808,15:05:49 09-22-2021,15:10:35 09-22-2021,Right Breast,,,,4,Breast Milk,,
811,12:00:28 09-22-2021,12:10:28 09-22-2021,Bottle,2.00,59,,10,Liquid,IMPERIAL,Pump
807,11:17:21 09-22-2021,11:24:54 09-22-2021,Left Breast,,,,7,Breast Milk,,
806,09:46:00 09-22-2021,09:55:28 09-22-2021,Right Breast,,,,9,Breast Milk,,
805,08:35:04 09-22-2021,08:50:12 09-22-2021,Left Breast,,,,15,Breast Milk,,
804,07:36:58 09-22-2021,07:48:30 09-22-2021,Right Breast,,,,11,Breast Milk,,
803,06:25:01 09-22-2021,06:35:07 09-22-2021,Left Breast,,,,10,Breast Milk,,
802,02:35:04 09-22-2021,02:39:34 09-22-2021,Right Breast,,,,4,Breast Milk,,
801,02:24:49 09-22-2021,02:26:59 09-22-2021,Left Breast,,,,2,Breast Milk,,
800,21:30:14 09-21-2021,21:36:14 09-21-2021,Left Breast,,,,6,Breast Milk,,
799,20:44:46 09-21-2021,20:52:57 09-21-2021,Right Breast,,,,8,Breast Milk,,
798,19:56:54 09-21-2021,20:12:23 09-21-2021,Bottle,2.50,73,,15,Liquid,IMPERIAL,Pump
797,18:51:21 09-21-2021,19:00:28 09-21-2021,Right Breast,,,,9,Breast Milk,,
796,18:31:40 09-21-2021,18:42:08 09-21-2021,Left Breast,,,,10,Breast Milk,,
795,17:58:34 09-21-2021,18:05:03 09-21-2021,Right Breast,,,,6,Breast Milk,,
794,17:24:34 09-21-2021,17:36:45 09-21-2021,Left Breast,,,,12,Breast Milk,,
793,17:14:52 09-21-2021,17:24:33 09-21-2021,Right Breast,,,,9,Breast Milk,,
791,16:12:05 09-21-2021,16:24:18 09-21-2021,Bottle,1.50,44,,12,Liquid,IMPERIAL,Pump
792,15:09:56 09-21-2021,15:35:59 09-21-2021,Right Breast,,,,26,Breast Milk,,
790,12:38:18 09-21-2021,12:41:55 09-21-2021,Left Breast,,,,3,Breast Milk,,
789,11:18:58 09-21-2021,11:31:29 09-21-2021,Right Breast,,,,12,Breast Milk,,
788,10:00:35 09-21-2021,10:15:35 09-21-2021,Bottle,2.00,59,,15,Liquid,IMPERIAL,Pump
787,09:20:57 09-21-2021,09:29:36 09-21-2021,Right Breast,,,,8,Breast Milk,,
786,08:15:14 09-21-2021,08:18:25 09-21-2021,Left Breast,,,,3,Breast Milk,,
785,07:22:21 09-21-2021,07:33:37 09-21-2021,Right Breast,,,,11,Breast Milk,,
784,04:16:42 09-21-2021,04:21:52 09-21-2021,Left Breast,,,,5,Breast Milk,,
783,00:53:23 09-21-2021,00:58:45 09-21-2021,Left Breast,,,,5,Breast Milk,,
780,21:40:29 09-20-2021,21:45:01 09-20-2021,Left Breast,,,,4,Breast Milk,,
779,20:52:56 09-20-2021,20:57:51 09-20-2021,Right Breast,,,,4,Breast Milk,,
781,19:30:30 09-20-2021,19:40:30 09-20-2021,Bottle,2.00,59,,10,Liquid,IMPERIAL,Pump
778,16:03:35 09-20-2021,16:04:45 09-20-2021,Right Breast,,,,1,Breast Milk,,
777,15:51:30 09-20-2021,16:00:30 09-20-2021,Left Breast,,,,9,Breast Milk,,
776,14:47:52 09-20-2021,15:00:50 09-20-2021,Right Breast,,,,12,Breast Milk,,
775,13:46:58 09-20-2021,13:50:42 09-20-2021,Left Breast,,,,3,Breast Milk,,
782,12:30:57 09-20-2021,12:35:57 09-20-2021,Bottle,1.00,29,,5,Liquid,IMPERIAL,Pump
774,10:53:58 09-20-2021,11:10:14 09-20-2021,Right Breast,,,,16,Breast Milk,,
773,10:03:42 09-20-2021,10:08:28 09-20-2021,Left Breast,,,,4,Breast Milk,,
772,09:25:59 09-20-2021,09:35:58 09-20-2021,Right Breast,,,,9,Breast Milk,,
771,07:40:03 09-20-2021,07:51:03 09-20-2021,Right Breast,,,,11,Breast Milk,,
770,07:36:56 09-20-2021,07:40:14 09-20-2021,Left Breast,,,,3,Breast Milk,,
769,04:34:41 09-20-2021,04:42:53 09-20-2021,Left Breast,,,,8,Breast Milk,,
768,01:56:38 09-20-2021,02:01:48 09-20-2021,Left Breast,,,,5,Breast Milk,,
767,00:33:56 09-20-2021,00:47:52 09-20-2021,Right Breast,,,,13,Breast Milk,,
766,21:18:32 09-19-2021,21:27:02 09-19-2021,Right Breast,,,,8,Breast Milk,,
765,19:53:59 09-19-2021,19:58:07 09-19-2021,Left Breast,,,,4,Breast Milk,,
764,19:08:59 09-19-2021,19:18:16 09-19-2021,Right Breast,,,,9,Breast Milk,,
763,18:27:58 09-19-2021,18:40:48 09-19-2021,Right Breast,,,,12,Breast Milk,,
760,17:24:13 09-19-2021,18:17:48 09-19-2021,Bottle,1.00,29,,53,Liquid,IMPERIAL,Pump
762,16:36:52 09-19-2021,16:50:52 09-19-2021,Left Breast,,,,13,Breast Milk,,
761,15:42:44 09-19-2021,15:55:41 09-19-2021,Left Breast,,,,12,Breast Milk,,
759,14:57:15 09-19-2021,15:04:37 09-19-2021,Right Breast,,,,7,Breast Milk,,
758,14:52:28 09-19-2021,14:59:10 09-19-2021,Right Breast,,,,6,Breast Milk,,
757,14:48:33 09-19-2021,14:57:10 09-19-2021,Bottle,1.00,29,,8,Liquid,IMPERIAL,Pump
756,13:13:22 09-19-2021,13:19:14 09-19-2021,Left Breast,,,,5,Breast Milk,,
755,12:24:31 09-19-2021,12:33:11 09-19-2021,Right Breast,,,,8,Breast Milk,,
754,12:07:38 09-19-2021,12:16:07 09-19-2021,Left Breast,,,,8,Breast Milk,,
753,10:45:58 09-19-2021,10:55:04 09-19-2021,Right Breast,,,,9,Breast Milk,,
752,09:37:47 09-19-2021,09:43:19 09-19-2021,Left Breast,,,,5,Breast Milk,,
751,09:24:01 09-19-2021,09:35:55 09-19-2021,Right Breast,,,,11,Breast Milk,,
750,06:51:28 09-19-2021,07:01:16 09-19-2021,Left Breast,,,,9,Breast Milk,,
749,06:28:31 09-19-2021,06:39:54 09-19-2021,Right Breast,,,,11,Breast Milk,,
748,01:52:48 09-19-2021,01:56:48 09-19-2021,Bottle,1.00,29,,4,Liquid,IMPERIAL,Pump
747,01:27:52 09-19-2021,01:31:52 09-19-2021,Right Breast,,,,4,Breast Milk,,
746,01:17:51 09-19-2021,01:25:43 09-19-2021,Left Breast,,,,7,Breast Milk,,
745,21:00:26 09-18-2021,21:20:26 09-18-2021,Left Breast,,,,20,Breast Milk,,
744,20:30:08 09-18-2021,20:40:08 09-18-2021,Bottle,1.00,29,,10,Liquid,IMPERIAL,Pump
743,19:53:05 09-18-2021,20:00:44 09-18-2021,Left Breast,,,,7,Breast Milk,,
742,19:20:19 09-18-2021,19:26:22 09-18-2021,Right Breast,,,,6,Breast Milk,,
740,18:55:26 09-18-2021,18:59:37 09-18-2021,Left Breast,,,,4,Breast Milk,,
739,18:43:45 09-18-2021,18:47:10 09-18-2021,Right Breast,,,,3,Breast Milk,,
738,17:34:15 09-18-2021,17:53:55 09-18-2021,Bottle,2.50,73,,19,Liquid,IMPERIAL,Pump
737,17:05:29 09-18-2021,17:09:29 09-18-2021,Left Breast,,,,4,Breast Milk,,
736,15:28:48 09-18-2021,15:33:48 09-18-2021,Right Breast,,,,5,Breast Milk,,
735,13:56:18 09-18-2021,14:00:22 09-18-2021,Left Breast,,,,4,Breast Milk,,
734,12:45:43 09-18-2021,12:54:43 09-18-2021,Bottle,1.50,44,,9,Liquid,IMPERIAL,Pump
733,10:41:03 09-18-2021,10:48:56 09-18-2021,Right Breast,,,,7,Breast Milk,,
732,09:40:30 09-18-2021,09:45:30 09-18-2021,Left Breast,,,,5,Breast Milk,,
731,08:36:03 09-18-2021,09:07:25 09-18-2021,Right Breast,,,,31,Breast Milk,,
730,07:51:10 09-18-2021,08:03:38 09-18-2021,Left Breast,,,,12,Breast Milk,,
729,03:34:03 09-18-2021,03:43:27 09-18-2021,Right Breast,,,,9,Breast Milk,,
728,00:05:55 09-18-2021,00:14:55 09-18-2021,Left Breast,,,,9,Breast Milk,,
727,20:45:36 09-17-2021,21:00:36 09-17-2021,Bottle,1.50,44,,15,Liquid,IMPERIAL,Pump
726,20:16:50 09-17-2021,20:39:15 09-17-2021,Right Breast,,,,22,Breast Milk,,
725,19:37:13 09-17-2021,19:41:52 09-17-2021,Left Breast,,,,4,Breast Milk,,
724,19:29:16 09-17-2021,19:35:33 09-17-2021,Bottle,0.80,23,,6,Liquid,IMPERIAL,Pump
723,19:16:00 09-17-2021,19:20:51 09-17-2021,Bottle,0.70,20,,4,Liquid,IMPERIAL,Pump
722,19:09:56 09-17-2021,19:11:16 09-17-2021,Bottle,0.60,17,,1,Liquid,IMPERIAL,Pump
721,18:18:14 09-17-2021,18:21:32 09-17-2021,Bottle,0.40,11,,3,Liquid,IMPERIAL,Pump
720,17:19:11 09-17-2021,17:25:45 09-17-2021,Bottle,1.50,44,,6,Liquid,IMPERIAL,Pump
719,16:12:36 09-17-2021,16:21:36 09-17-2021,Right Breast,,,,9,Breast Milk,,
718,15:59:07 09-17-2021,16:04:05 09-17-2021,Left Breast,,,,4,Breast Milk,,
717,12:30:18 09-17-2021,12:49:18 09-17-2021,Bottle,2.00,59,,19,Liquid,IMPERIAL,Pump
716,12:00:53 09-17-2021,12:09:08 09-17-2021,Right Breast,,,,8,Breast Milk,,
715,08:22:09 09-17-2021,08:25:07 09-17-2021,Left Breast,,,,2,Breast Milk,,
714,08:06:21 09-17-2021,08:17:21 09-17-2021,Bottle,2.00,59,,11,Liquid,IMPERIAL,Pump
713,05:05:45 09-17-2021,05:15:56 09-17-2021,Right Breast,,,,10,Breast Milk,,
712,04:48:41 09-17-2021,04:55:15 09-17-2021,Left Breast,,,,6,Breast Milk,,
711,03:02:08 09-17-2021,03:07:55 09-17-2021,Right Breast,,,,5,Breast Milk,,
710,22:12:55 09-16-2021,22:31:29 09-16-2021,Right Breast,,,,18,Breast Milk,,
709,20:08:54 09-16-2021,20:17:54 09-16-2021,Left Breast,,,,9,Breast Milk,,
708,19:10:23 09-16-2021,19:15:23 09-16-2021,Right Breast,,,,5,Breast Milk,,
706,18:23:43 09-16-2021,18:30:45 09-16-2021,Bottle,1.00,29,,7,Liquid,IMPERIAL,Pump
700,16:15:28 09-16-2021,16:30:34 09-16-2021,Bottle,1.00,29,,15,Liquid,IMPERIAL,Pump
705,15:38:44 09-16-2021,15:55:07 09-16-2021,Right Breast,,,,16,Breast Milk,,
704,15:10:03 09-16-2021,15:25:03 09-16-2021,Left Breast,,,,15,Breast Milk,,
701,14:40:43 09-16-2021,14:50:51 09-16-2021,Right Breast,,,,10,Breast Milk,,
703,13:15:20 09-16-2021,13:25:21 09-16-2021,Right Breast,,,,10,Breast Milk,,
702,13:00:59 09-16-2021,13:05:59 09-16-2021,Left Breast,,,,5,Breast Milk,,
699,05:30:37 09-16-2021,05:58:37 09-16-2021,Bottle,2.00,59,,28,Liquid,IMPERIAL,Pump
698,05:16:50 09-16-2021,05:28:48 09-16-2021,Right Breast,,,,11,Breast Milk,,
697,04:50:37 09-16-2021,04:55:37 09-16-2021,Right Breast,,,,5,Breast Milk,,
696,03:22:43 09-16-2021,03:33:29 09-16-2021,Left Breast,,,,10,Breast Milk,,
694,02:16:37 09-16-2021,02:45:30 09-16-2021,Right Breast,,,,28,Breast Milk,,
695,22:52:52 09-15-2021,23:05:52 09-15-2021,Bottle,1.50,44,,13,Liquid,IMPERIAL,Pump
693,21:46:35 09-15-2021,22:00:31 09-15-2021,Left Breast,,,,13,Breast Milk,,
692,21:13:52 09-15-2021,21:25:10 09-15-2021,Right Breast,,,,11,Breast Milk,,
691,19:55:40 09-15-2021,20:10:40 09-15-2021,Left Breast,,,,15,Breast Milk,,
690,19:44:06 09-15-2021,19:51:45 09-15-2021,Right Breast,,,,7,Breast Milk,,
689,16:05:27 09-15-2021,16:18:53 09-15-2021,Right Breast,,,,13,Breast Milk,,
687,11:57:28 09-15-2021,12:04:05 09-15-2021,Left Breast,,,,6,Breast Milk,,
688,11:51:34 09-15-2021,11:55:34 09-15-2021,Bottle,1.00,29,,4,Liquid,IMPERIAL,Pump
686,09:56:35 09-15-2021,10:05:11 09-15-2021,Right Breast,,,,8,Breast Milk,,
685,07:42:03 09-15-2021,07:48:50 09-15-2021,Right Breast,,,,6,Breast Milk,,
684,07:20:07 09-15-2021,07:29:07 09-15-2021,Right Breast,,,,9,Breast Milk,,
683,07:04:33 09-15-2021,07:11:33 09-15-2021,Left Breast,,,,7,Breast Milk,,
682,03:19:15 09-15-2021,03:26:00 09-15-2021,Right Breast,,,,6,Breast Milk,,
681,01:22:34 09-15-2021,02:10:42 09-15-2021,Left Breast,,,,48,Breast Milk,,
