gen,pokedex_no,img_link,name,variant,type,total,hp,attack,defense,sp_attack,sp_defense,speed,species,height_m,weight_kg
4,479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png,Rotom,Frost,"Electric,Ice",520,50,65,107,105,107,86,Plasma Pokémon,0.3,0.3
4,479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,Rotom,Fan,"Electric,Flying",520,50,65,107,105,107,86,Plasma Pokémon,0.3,0.3
4,479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,Rotom,Fan,"Electric,Flying",520,50,65,107,105,107,86,Plasma Pokémon,0.3,0.3
4,479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,Rotom,Fan,"Electric,Flying",520,50,65,107,105,107,86,Plasma Pokémon,0.3,0.3
4,479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,Rotom,Fan,"Electric,Flying",520,50,65,107,105,107,86,Plasma Pokémon,0.3,0.3
4,479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,Rotom,Fan,"Electric,Flying",520,50,65,107,105,107,86,Plasma Pokémon,0.3,0.3
4,479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,Rotom,Fan,"Electric,Flying",520,50,65,107,105,107,86,Plasma Pokémon,0.3,0.3
4,479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,Rotom,Mow,"Electric,Grass",520,50,65,107,105,107,86,Plasma Pokémon,0.3,0.3
4,479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,Rotom,Mow,"Electric,Grass",520,50,65,107,105,107,86,Plasma Pokémon,0.3,0.3
4,479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,Rotom,Mow,"Electric,Grass",520,50,65,107,105,107,86,Plasma Pokémon,0.3,0.3
4,479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,Rotom,Mow,"Electric,Grass",520,50,65,107,105,107,86,Plasma Pokémon,0.3,0.3
4,479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,Rotom,Mow,"Electric,Grass",520,50,65,107,105,107,86,Plasma Pokémon,0.3,0.3
4,479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,Rotom,Mow,"Electric,Grass",520,50,65,107,105,107,86,Plasma Pokémon,0.3,0.3
4,480,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png,Uxie,NA,Psychic,580,75,75,130,75,130,95,Knowledge Pokémon,0.3,0.3
4,481,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png,Mesprit,NA,Psychic,580,80,105,105,105,105,80,Emotion Pokémon,0.3,0.3
4,482,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png,Azelf,NA,Psychic,580,75,125,70,125,70,115,Willpower Pokémon,0.3,0.3
4,483,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png,Dialga,NA,"Steel,Dragon",680,100,120,120,150,100,90,Temporal Pokémon,5.4,683
4,483,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png,Dialga,NA,"Steel,Dragon",680,100,120,120,150,100,90,Temporal Pokémon,5.4,683
4,483,https://img.pokemondb.net/sprites/scarlet-violet/icon/dialga-origin.png,Dialga,Origin,"Steel,Dragon",680,100,100,120,150,120,90,Temporal Pokémon,5.4,683
4,483,https://img.pokemondb.net/sprites/scarlet-violet/icon/dialga-origin.png,Dialga,Origin,"Steel,Dragon",680,100,100,120,150,120,90,Temporal Pokémon,5.4,683
4,484,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png,Palkia,NA,"Water,Dragon",680,90,120,100,150,120,100,Spatial Pokémon,4.2,336
4,484,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png,Palkia,NA,"Water,Dragon",680,90,120,100,150,120,100,Spatial Pokémon,4.2,336
4,484,https://img.pokemondb.net/sprites/scarlet-violet/icon/palkia-origin.png,Palkia,Origin,"Water,Dragon",680,90,100,100,150,120,120,Spatial Pokémon,4.2,336
4,484,https://img.pokemondb.net/sprites/scarlet-violet/icon/palkia-origin.png,Palkia,Origin,"Water,Dragon",680,90,100,100,150,120,120,Spatial Pokémon,4.2,336
4,485,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png,Heatran,NA,"Fire,Steel",600,91,90,106,130,106,77,Lava Dome Pokémon,1.7,430
4,486,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png,Regigigas,NA,Normal,670,110,160,110,80,110,100,Colossal Pokémon,3.7,420
4,487,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png,Giratina,Altered,"Ghost,Dragon",680,150,100,120,100,120,90,Renegade Pokémon,4.5,750
4,487,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png,Giratina,Altered,"Ghost,Dragon",680,150,100,120,100,120,90,Renegade Pokémon,4.5,750
4,487,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png,Giratina,Origin,"Ghost,Dragon",680,150,120,100,120,100,90,Renegade Pokémon,4.5,750
4,487,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png,Giratina,Origin,"Ghost,Dragon",680,150,120,100,120,100,90,Renegade Pokémon,4.5,750
4,488,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png,Cresselia,NA,Psychic,580,120,70,110,75,120,85,Lunar Pokémon,1.5,85.6
4,489,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png,Phione,NA,Water,480,80,80,80,80,80,80,Sea Drifter Pokémon,0.4,3.1
4,490,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png,Manaphy,NA,Water,600,100,100,100,100,100,100,Seafaring Pokémon,0.3,1.4
4,491,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png,Darkrai,NA,Dark,600,70,90,90,135,90,125,Pitch-Black Pokémon,1.5,50.5
4,492,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png,Shaymin,Land,Grass,600,100,100,100,100,100,100,Gratitude Pokémon,0.2,2.1
4,492,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png,Shaymin,Land,Grass,600,100,100,100,100,100,100,Gratitude Pokémon,0.2,2.1
4,492,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png,Shaymin,Sky,"Grass,Flying",600,100,103,75,120,75,127,Gratitude Pokémon,0.2,2.1
4,492,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png,Shaymin,Sky,"Grass,Flying",600,100,103,75,120,75,127,Gratitude Pokémon,0.2,2.1
4,493,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png,Arceus,NA,Normal,720,120,120,120,120,120,120,Alpha Pokémon,3.2,320
5,494,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png,Victini,NA,"Psychic,Fire",600,100,100,100,100,100,100,Victory Pokémon,0.4,4
5,495,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png,Snivy,NA,Grass,308,45,45,55,45,55,63,Grass Snake Pokémon,0.6,8.1
5,496,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png,Servine,NA,Grass,413,60,60,75,60,75,83,Grass Snake Pokémon,0.8,16
5,497,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png,Serperior,NA,Grass,528,75,75,95,75,95,113,Regal Pokémon,3.3,63
5,498,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png,Tepig,NA,Fire,308,65,63,45,45,45,45,Fire Pig Pokémon,0.5,9.9
5,499,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png,Pignite,NA,"Fire,Fighting",418,90,93,55,70,55,55,Fire Pig Pokémon,1,55.5
5,500,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png,Emboar,NA,"Fire,Fighting",528,110,123,65,100,65,65,Mega Fire Pig Pokémon,1.6,150
5,501,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png,Oshawott,NA,Water,308,55,55,45,63,45,45,Sea Otter Pokémon,0.5,5.9
5,502,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png,Dewott,NA,Water,413,75,75,60,83,60,60,Discipline Pokémon,0.8,24.5
5,503,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png,Samurott,NA,Water,528,95,100,85,108,70,70,Formidable Pokémon,1.5,94.6
5,503,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png,Samurott,NA,Water,528,95,100,85,108,70,70,Formidable Pokémon,1.5,94.6
5,503,https://img.pokemondb.net/sprites/scarlet-violet/icon/samurott-hisuian.png,Samurott,Hisuian,"Water,Dark",528,90,108,80,100,65,85,Formidable Pokémon,1.5,94.6
5,503,https://img.pokemondb.net/sprites/scarlet-violet/icon/samurott-hisuian.png,Samurott,Hisuian,"Water,Dark",528,90,108,80,100,65,85,Formidable Pokémon,1.5,94.6
5,504,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png,Patrat,NA,Normal,255,45,55,39,35,39,42,Scout Pokémon,0.5,11.6
5,505,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png,Watchog,NA,Normal,420,60,85,69,60,69,77,Lookout Pokémon,1.1,27
5,506,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png,Lillipup,NA,Normal,275,45,60,45,25,45,55,Puppy Pokémon,0.4,4.1
5,507,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png,Herdier,NA,Normal,370,65,80,65,35,65,60,Loyal Dog Pokémon,0.9,14.7
5,508,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png,Stoutland,NA,Normal,500,85,110,90,45,90,80,Big-Hearted Pokémon,1.2,61
5,509,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png,Purrloin,NA,Dark,281,41,50,37,50,37,66,Devious Pokémon,0.4,10.1
5,510,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png,Liepard,NA,Dark,446,64,88,50,88,50,106,Cruel Pokémon,1.1,37.5
5,511,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png,Pansage,NA,Grass,316,50,53,48,53,48,64,Grass Monkey Pokémon,0.6,10.5
5,512,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png,Simisage,NA,Grass,498,75,98,63,98,63,101,Thorn Monkey Pokémon,1.1,30.5
5,513,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png,Pansear,NA,Fire,316,50,53,48,53,48,64,High Temp Pokémon,0.6,11
5,514,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png,Simisear,NA,Fire,498,75,98,63,98,63,101,Ember Pokémon,1,28
5,515,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png,Panpour,NA,Water,316,50,53,48,53,48,64,Spray Pokémon,0.6,13.5
5,516,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png,Simipour,NA,Water,498,75,98,63,98,63,101,Geyser Pokémon,1,29
5,517,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png,Munna,NA,Psychic,292,76,25,45,67,55,24,Dream Eater Pokémon,0.6,23.3
5,518,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png,Musharna,NA,Psychic,487,116,55,85,107,95,29,Drowsing Pokémon,1.1,60.5
5,519,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png,Pidove,NA,"Normal,Flying",264,50,55,50,36,30,43,Tiny Pigeon Pokémon,0.3,2.1
5,520,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png,Tranquill,NA,"Normal,Flying",358,62,77,62,50,42,65,Wild Pigeon Pokémon,0.6,15
5,521,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png,Unfezant,NA,"Normal,Flying",488,80,115,80,65,55,93,Proud Pokémon,1.2,29
5,522,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png,Blitzle,NA,Electric,295,45,60,32,50,32,76,Electrified Pokémon,0.8,29.8
5,523,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png,Zebstrika,NA,Electric,497,75,100,63,80,63,116,Thunderbolt Pokémon,1.6,79.5
5,524,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png,Roggenrola,NA,Rock,280,55,75,85,25,25,15,Mantle Pokémon,0.4,18
5,525,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png,Boldore,NA,Rock,390,70,105,105,50,40,20,Ore Pokémon,0.9,102
5,526,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png,Gigalith,NA,Rock,515,85,135,130,60,80,25,Compressed Pokémon,1.7,260
5,527,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png,Woobat,NA,"Psychic,Flying",323,65,45,43,55,43,72,Bat Pokémon,0.4,2.1
5,528,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png,Swoobat,NA,"Psychic,Flying",425,67,57,55,77,55,114,Courting Pokémon,0.9,10.5
5,529,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png,Drilbur,NA,Ground,328,60,85,40,30,45,68,Mole Pokémon,0.3,8.5
5,530,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png,Excadrill,NA,"Ground,Steel",508,110,135,60,50,65,88,Subterrene Pokémon,0.7,40.4
5,531,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png,Audino,NA,Normal,445,103,60,86,60,86,50,Hearing Pokémon,1.1,31
5,531,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png,Audino,Mega,"Normal,Fairy",545,103,60,126,80,126,50,Hearing Pokémon,1.1,31
5,532,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png,Timburr,NA,Fighting,305,75,80,55,25,35,35,Muscular Pokémon,0.6,12.5
5,533,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png,Gurdurr,NA,Fighting,405,85,105,85,40,50,40,Muscular Pokémon,1.2,40
5,534,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png,Conkeldurr,NA,Fighting,505,105,140,95,55,65,45,Muscular Pokémon,1.4,87
5,535,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png,Tympole,NA,Water,294,50,50,40,50,40,64,Tadpole Pokémon,0.5,4.5
5,536,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png,Palpitoad,NA,"Water,Ground",384,75,65,55,65,55,69,Vibration Pokémon,0.8,17
5,537,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png,Seismitoad,NA,"Water,Ground",509,105,95,75,85,75,74,Vibration Pokémon,1.5,62
5,538,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png,Throh,NA,Fighting,465,120,100,85,30,85,45,Judo Pokémon,1.3,55.5
5,539,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png,Sawk,NA,Fighting,465,75,125,75,30,75,85,Karate Pokémon,1.4,51
5,540,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png,Sewaddle,NA,"Bug,Grass",310,45,53,70,40,60,42,Sewing Pokémon,0.3,2.5
5,541,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png,Swadloon,NA,"Bug,Grass",380,55,63,90,50,80,42,Leaf-Wrapped Pokémon,0.5,7.3
5,542,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png,Leavanny,NA,"Bug,Grass",500,75,103,80,70,80,92,Nurturing Pokémon,1.2,20.5
5,543,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png,Venipede,NA,"Bug,Poison",260,30,45,59,30,39,57,Centipede Pokémon,0.4,5.3
5,544,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png,Whirlipede,NA,"Bug,Poison",360,40,55,99,40,79,47,Curlipede Pokémon,1.2,58.5
5,545,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png,Scolipede,NA,"Bug,Poison",485,60,100,89,55,69,112,Megapede Pokémon,2.5,200.5
5,546,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png,Cottonee,NA,"Grass,Fairy",280,40,27,60,37,50,66,Cotton Puff Pokémon,0.3,0.6
5,547,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png,Whimsicott,NA,"Grass,Fairy",480,60,67,85,77,75,116,Windveiled Pokémon,0.7,6.6
5,548,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png,Petilil,NA,Grass,280,45,35,50,70,50,30,Bulb Pokémon,0.5,6.6
5,549,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,Lilligant,NA,Grass,480,70,60,75,110,75,90,Flowering Pokémon,1.1,16.3
5,549,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,Lilligant,NA,Grass,480,70,60,75,110,75,90,Flowering Pokémon,1.1,16.3
5,549,https://img.pokemondb.net/sprites/scarlet-violet/icon/lilligant-hisuian.png,Lilligant,Hisuian,"Grass,Fighting",480,70,105,75,50,75,105,Flowering Pokémon,1.1,16.3
5,549,https://img.pokemondb.net/sprites/scarlet-violet/icon/lilligant-hisuian.png,Lilligant,Hisuian,"Grass,Fighting",480,70,105,75,50,75,105,Flowering Pokémon,1.1,16.3
5,550,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png,Basculin,Red-Striped,Water,460,70,92,65,80,55,98,Hostile Pokémon,1,18
5,550,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png,Basculin,Red-Striped,Water,460,70,92,65,80,55,98,Hostile Pokémon,1,18
5,550,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png,Basculin,Red-Striped,Water,460,70,92,65,80,55,98,Hostile Pokémon,1,18
5,550,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png,Basculin,Blue-Striped,Water,460,70,92,65,80,55,98,Hostile Pokémon,1,18
5,550,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png,Basculin,Blue-Striped,Water,460,70,92,65,80,55,98,Hostile Pokémon,1,18
5,550,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png,Basculin,Blue-Striped,Water,460,70,92,65,80,55,98,Hostile Pokémon,1,18
5,550,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-white-striped.png,Basculin,White-Striped,Water,460,70,92,65,80,55,98,Hostile Pokémon,1,18
5,550,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-white-striped.png,Basculin,White-Striped,Water,460,70,92,65,80,55,98,Hostile Pokémon,1,18
5,550,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-white-striped.png,Basculin,White-Striped,Water,460,70,92,65,80,55,98,Hostile Pokémon,1,18
5,551,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png,Sandile,NA,"Ground,Dark",292,50,72,35,35,35,65,Desert Croc Pokémon,0.7,15.2
5,552,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png,Krokorok,NA,"Ground,Dark",351,60,82,45,45,45,74,Desert Croc Pokémon,1,33.4
5,553,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png,Krookodile,NA,"Ground,Dark",519,95,117,80,65,70,92,Intimidation Pokémon,1.5,96.3
5,554,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png,Darumaka,NA,Fire,315,70,90,45,15,45,50,Zen Charm Pokémon,0.6,37.5
5,554,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png,Darumaka,NA,Fire,315,70,90,45,15,45,50,Zen Charm Pokémon,0.6,37.5
5,554,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png,Darumaka,Galarian,Ice,315,70,90,45,15,45,50,Zen Charm Pokémon,0.6,37.5
5,554,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png,Darumaka,Galarian,Ice,315,70,90,45,15,45,50,Zen Charm Pokémon,0.6,37.5
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png,Darmanitan,Standard Mode,Fire,480,105,140,55,30,55,95,Blazing Pokémon,1.3,92.9
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png,Darmanitan,Standard Mode,Fire,480,105,140,55,30,55,95,Blazing Pokémon,1.3,92.9
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png,Darmanitan,Standard Mode,Fire,480,105,140,55,30,55,95,Blazing Pokémon,1.3,92.9
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png,Darmanitan,Standard Mode,Fire,480,105,140,55,30,55,95,Blazing Pokémon,1.3,92.9
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png,Darmanitan,Zen Mode,"Fire,Psychic",540,105,30,105,140,105,55,Blazing Pokémon,1.3,92.9
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png,Darmanitan,Zen Mode,"Fire,Psychic",540,105,30,105,140,105,55,Blazing Pokémon,1.3,92.9
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png,Darmanitan,Zen Mode,"Fire,Psychic",540,105,30,105,140,105,55,Blazing Pokémon,1.3,92.9
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png,Darmanitan,Zen Mode,"Fire,Psychic",540,105,30,105,140,105,55,Blazing Pokémon,1.3,92.9
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png,Darmanitan,Galarian Standard Mode,Ice,480,105,140,55,30,55,95,Blazing Pokémon,1.3,92.9
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png,Darmanitan,Galarian Standard Mode,Ice,480,105,140,55,30,55,95,Blazing Pokémon,1.3,92.9
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png,Darmanitan,Galarian Standard Mode,Ice,480,105,140,55,30,55,95,Blazing Pokémon,1.3,92.9
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png,Darmanitan,Galarian Standard Mode,Ice,480,105,140,55,30,55,95,Blazing Pokémon,1.3,92.9
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png,Darmanitan,Galarian Zen Mode,"Ice,Fire",540,105,160,55,30,55,135,Blazing Pokémon,1.3,92.9
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png,Darmanitan,Galarian Zen Mode,"Ice,Fire",540,105,160,55,30,55,135,Blazing Pokémon,1.3,92.9
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png,Darmanitan,Galarian Zen Mode,"Ice,Fire",540,105,160,55,30,55,135,Blazing Pokémon,1.3,92.9
5,555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png,Darmanitan,Galarian Zen Mode,"Ice,Fire",540,105,160,55,30,55,135,Blazing Pokémon,1.3,92.9
5,556,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png,Maractus,NA,Grass,461,75,86,67,106,67,60,Cactus Pokémon,1,28
5,557,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png,Dwebble,NA,"Bug,Rock",325,50,65,85,35,35,55,Rock Inn Pokémon,0.3,14.5
5,558,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png,Crustle,NA,"Bug,Rock",485,70,105,125,65,75,45,Stone Home Pokémon,1.4,200
5,559,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png,Scraggy,NA,"Dark,Fighting",348,50,75,70,35,70,48,Shedding Pokémon,0.6,11.8
5,560,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png,Scrafty,NA,"Dark,Fighting",488,65,90,115,45,115,58,Hoodlum Pokémon,1.1,30
5,561,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png,Sigilyph,NA,"Psychic,Flying",490,72,58,80,103,80,97,Avianoid Pokémon,1.4,14
5,562,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png,Yamask,NA,Ghost,303,38,30,85,55,65,30,Spirit Pokémon,0.5,1.5
5,562,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png,Yamask,NA,Ghost,303,38,30,85,55,65,30,Spirit Pokémon,0.5,1.5
5,562,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png,Yamask,Galarian,"Ground,Ghost",303,38,55,85,30,65,30,Spirit Pokémon,0.5,1.5
5,562,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png,Yamask,Galarian,"Ground,Ghost",303,38,55,85,30,65,30,Spirit Pokémon,0.5,1.5
5,563,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png,Cofagrigus,NA,Ghost,483,58,50,145,95,105,30,Coffin Pokémon,1.7,76.5
5,564,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png,Tirtouga,NA,"Water,Rock",355,54,78,103,53,45,22,Prototurtle Pokémon,0.7,16.5
5,565,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png,Carracosta,NA,"Water,Rock",495,74,108,133,83,65,32,Prototurtle Pokémon,1.2,81
5,566,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png,Archen,NA,"Rock,Flying",401,55,112,45,74,45,70,First Bird Pokémon,0.5,9.5
5,567,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png,Archeops,NA,"Rock,Flying",567,75,140,65,112,65,110,First Bird Pokémon,1.4,32
5,568,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png,Trubbish,NA,Poison,329,50,50,62,40,62,65,Trash Bag Pokémon,0.6,31
5,569,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png,Garbodor,NA,Poison,474,80,95,82,60,82,75,Trash Heap Pokémon,1.9,107.3
5,570,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png,Zorua,NA,Dark,330,40,65,40,80,40,65,Tricky Fox Pokémon,0.7,12.5
5,570,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png,Zorua,NA,Dark,330,40,65,40,80,40,65,Tricky Fox Pokémon,0.7,12.5
5,570,https://img.pokemondb.net/sprites/scarlet-violet/icon/zorua-hisuian.png,Zorua,Hisuian,"Normal,Ghost",330,35,60,40,85,40,70,Tricky Fox Pokémon,0.7,12.5
5,570,https://img.pokemondb.net/sprites/scarlet-violet/icon/zorua-hisuian.png,Zorua,Hisuian,"Normal,Ghost",330,35,60,40,85,40,70,Tricky Fox Pokémon,0.7,12.5
5,571,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png,Zoroark,NA,Dark,510,60,105,60,120,60,105,Illusion Fox Pokémon,1.6,81.1
5,571,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png,Zoroark,NA,Dark,510,60,105,60,120,60,105,Illusion Fox Pokémon,1.6,81.1
5,571,https://img.pokemondb.net/sprites/scarlet-violet/icon/zoroark-hisuian.png,Zoroark,Hisuian,"Normal,Ghost",510,60,105,60,120,60,105,Illusion Fox Pokémon,1.6,81.1
5,571,https://img.pokemondb.net/sprites/scarlet-violet/icon/zoroark-hisuian.png,Zoroark,Hisuian,"Normal,Ghost",510,60,105,60,120,60,105,Illusion Fox Pokémon,1.6,81.1
5,572,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png,Minccino,NA,Normal,300,55,50,40,40,40,75,Chinchilla Pokémon,0.4,5.8
5,573,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png,Cinccino,NA,Normal,470,75,95,60,65,60,115,Scarf Pokémon,0.5,7.5
5,574,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png,Gothita,NA,Psychic,290,45,30,50,55,65,45,Fixation Pokémon,0.4,5.8
